StudyID,SampleID,ESID,Authors,PubYear,r,n,Corrz,Varz,SEz,Gender,Raceethnic,Continent,Grade,Lowability,Teachers,Childanx,Adoladultanx,MvSanx,Anxcomp,Achmeas,Mathcont,Pub
1428,271,580,Gashaj & Roebers,2015,-0.180,133,-0.186119730,0.007692308,0.087705802,-999,-999,3,1,2,2,5,-999,1,-999.00,1,-999,1
1429,272,581,"Gilligan, Thomas, & Farran",2016,-0.210,151,-0.212125441,0.006756757,0.082199494,-999,-999,3,2,2,2,4,-999,1,-999.00,1,-999,1
1429,272,582,"Gilligan, Thomas, & Farran",2016,-0.040,134,-0.036015564,0.007633588,0.087370406,-999,-999,3,2,2,2,4,-999,1,-999.00,2,2,1
1429,272,583,"Gilligan, Thomas, & Farran",2016,0.020,129,0.020002667,0.007936508,0.089087081,-999,-999,3,2,2,2,4,-999,1,-999.00,2,1,1
1429,272,584,"Gilligan, Thomas, & Farran",2016,0.070,129,0.070114671,0.007936508,0.089087081,-999,-999,3,2,2,2,4,-999,1,-999.00,2,2,1
1429,272,585,"Gilligan, Thomas, & Farran",2016,-0.110,105,-0.110446916,0.009803922,0.099014754,-999,-999,3,2,2,2,4,-999,1,-999.00,2,2,1
1430,273,586,Krinzinger,2016,-0.180,84,-0.181982689,0.012345679,0.111111111,-999,-999,3,2,2,2,5,-999,1,-999.00,2,3,1
1430,273,587,Krinzinger,2016,-0.170,103,-0.171666664,0.010000000,0.100000000,-999,-999,3,1,2,2,5,-999,1,-999.00,2,3,1
1430,273,588,Krinzinger,2016,0.050,69,0.050041729,0.015151515,0.123091491,-999,-999,3,1,2,2,5,-999,1,-999.00,2,3,1
1430,273,589,Krinzinger,2016,-0.140,82,-0.140925576,0.012658228,0.112508790,-999,-999,3,1,2,2,5,-999,1,-999.00,2,3,1
1430,273,590,Krinzinger,2016,-0.200,89,-0.202732554,0.011627907,0.107832773,-999,-999,3,1,2,2,5,-999,1,-999.00,2,3,1
1433,274,591,Batchelor,2016,-0.530,123,-0.590145160,0.008333333,0.091287093,-999,1,1,5,2,2,-999,7,1,-999.00,4,-999,1
1433,274,592,Batchelor,2016,-0.540,123,-0.604155603,0.008333333,0.091287093,-999,1,1,5,2,2,-999,7,1,-999.00,4,-999,1
1435,275,593,"Sandoz, Butcher, & Protti",2017,-0.020,132,-0.020002667,0.007751938,0.088045091,-999,2,1,5,2,2,-999,-999,2,-999.00,3,8,0
1438,276,594,"Si, Li, Sun, Xu, & Sun",2016,-0.350,215,-0.359757028,0.004716981,0.068680282,-999,-999,4,3,2,2,6,-999,1,-999.00,2,3,0
1438,277,595,"Si, Li, Sun, Xu, & Sun",2016,-0.190,221,-0.195451377,0.004587156,0.067728546,-999,-999,4,2,2,2,6,-999,1,-999.00,2,3,0
1438,278,596,"Si, Li, Sun, Xu, & Sun",2016,-0.310,203,-0.320545409,0.005000000,0.070710678,-999,-999,4,5,2,2,-999,1,1,-999.00,2,3,0
1439,279,597,Hoover & Healy,2017,-0.110,20,-0.105388448,0.058823529,0.242535625,-999,-999,1,6,2,2,-999,2,1,-999.00,3,4,0
1439,280,598,Hoover & Healy,2017,-0.140,20,-0.140925576,0.058823529,0.242535625,-999,-999,1,5,2,2,-999,2,1,-999.00,3,4,0
1439,280,599,Hoover & Healy,2017,-0.350,20,-0.362029024,0.058823529,0.242535625,-999,-999,1,5,2,2,-999,2,1,-999.00,3,4,0
1439,279,600,Hoover & Healy,2017,-0.490,20,-0.534745221,0.058823529,0.242535625,-999,-999,1,6,2,2,-999,2,1,-999.00,3,4,0
1456,281,601,"Devine, Hill, Carey, & Szűcs",2018,-0.290,830,-0.298566264,0.001209190,0.034773407,-999,-999,3,2,2,2,1,-999,1,6.00,2,-999,0
1456,282,602,"Devine, Hill, Carey, & Szűcs",2018,-0.160,238,-0.161386696,0.004255319,0.065232807,-999,-999,3,3,2,2,-999,4,1,6.00,2,-999,0
1456,283,603,"Devine, Hill, Carey, & Szűcs",2018,-0.320,689,-0.331647109,0.001457726,0.038180177,-999,-999,3,3,2,2,-999,4,1,6.00,2,-999,0
1465,284,604,"Wu, Chen, Battista, Watts, Willcutt, & Menon",2017,-0.230,330,-0.234189467,0.003058104,0.055300126,-999,-999,1,1,2,2,2,-999,1,-999.00,2,4,0
1465,284,605,"Wu, Chen, Battista, Watts, Willcutt, & Menon",2017,-0.380,330,-0.400059650,0.003058104,0.055300126,-999,-999,1,1,2,2,2,-999,1,-999.00,2,-999,0
1479,285,606,"Canu, Elizondo, & Broman-Fulks",2017,-0.290,272,-0.295293894,0.003717472,0.060971076,-999,1,1,5,2,2,-999,1,1,6.00,2,-999,0
1480,286,607,Gibson-Dee,2016,-0.280,214,-0.287682072,0.004739336,0.068842839,-999,-999,1,5,2,2,-999,9,1,-999.00,4,7,1
1480,286,608,Gibson-Dee,2016,-0.180,214,-0.181982689,0.004739336,0.068842839,-999,-999,1,5,2,2,-999,9,1,-999.00,4,7,1
1480,286,609,Gibson-Dee,2016,-0.180,214,-0.181982689,0.004739336,0.068842839,-999,-999,1,5,2,2,-999,9,1,-999.00,4,7,1
1480,286,610,Gibson-Dee,2016,-0.270,214,-0.276863823,0.004739336,0.068842839,-999,-999,1,5,2,2,-999,9,1,-999.00,4,7,1
1482,287,611,"Cargnelutti, Tomasetto, & Passolunghi",2017,-0.120,80,-0.120581028,0.012987013,0.113960576,-999,-999,3,2,2,2,2,-999,1,-999.00,3,3,0
1482,287,612,"Cargnelutti, Tomasetto, & Passolunghi",2017,0.120,80,0.120581028,0.012987013,0.113960576,-999,-999,3,2,2,2,2,-999,1,-999.00,2,-999,0
1482,287,613,"Cargnelutti, Tomasetto, & Passolunghi",2017,0.140,80,0.140925576,0.012987013,0.113960576,-999,-999,3,2,2,2,2,-999,1,-999.00,3,3,0
1482,287,614,"Cargnelutti, Tomasetto, & Passolunghi",2017,0.210,80,0.213171347,0.012987013,0.113960576,-999,-999,3,2,2,2,2,-999,1,-999.00,2,2,0
1482,287,615,"Cargnelutti, Tomasetto, & Passolunghi",2017,0.220,80,0.223656109,0.012987013,0.113960576,-999,-999,3,2,2,2,2,-999,1,-999.00,2,4,0
1482,287,616,"Cargnelutti, Tomasetto, & Passolunghi",2017,0.240,80,0.244774113,0.012987013,0.113960576,-999,-999,3,2,2,2,2,-999,1,-999.00,2,4,0
1482,287,617,"Cargnelutti, Tomasetto, & Passolunghi",2017,-0.360,80,-0.376885901,0.012987013,0.113960576,-999,-999,3,2,2,2,2,-999,1,-999.00,2,-999,0
1482,287,618,"Cargnelutti, Tomasetto, & Passolunghi",2017,-0.310,80,-0.320545409,0.012987013,0.113960576,-999,-999,3,2,2,2,2,-999,1,-999.00,2,4,0
1482,287,619,"Cargnelutti, Tomasetto, & Passolunghi",2017,-0.310,80,-0.320545409,0.012987013,0.113960576,-999,-999,3,2,2,2,2,-999,1,-999.00,3,3,0
1482,287,620,"Cargnelutti, Tomasetto, & Passolunghi",2017,-0.610,198,-0.708921359,0.005128205,0.071611487,-999,-999,3,1,2,2,2,-999,1,-999.00,2,2,0
1482,287,621,"Cargnelutti, Tomasetto, & Passolunghi",2017,-0.040,198,-0.040021354,0.005128205,0.071611487,-999,-999,3,1,2,2,2,-999,1,-999.00,2,4,0
1482,287,622,"Cargnelutti, Tomasetto, & Passolunghi",2017,-0.010,198,-0.010000333,0.005128205,0.071611487,-999,-999,3,1,2,2,2,-999,1,-999.00,3,3,0
1484,288,623,"Lindskog, Winman, & Poom",2017,-0.430,79,-0.459896681,0.013157895,0.114707867,-999,-999,-999,5,2,2,-999,1,1,6.00,2,1,0
1484,288,624,"Lindskog, Winman, & Poom",2017,-0.350,79,-0.365443754,0.013157895,0.114707867,-999,-999,-999,5,2,2,-999,1,1,6.00,2,1,0
1486,289,625,"Hart, Daucourt, & Ganley",2017,0.020,85,0.020002667,0.012195122,0.110431526,-999,1,1,5,2,2,-999,1,1,6.00,4,-999,0
1486,289,626,"Hart, Daucourt, & Ganley",2017,-0.130,85,-0.130739850,0.012195122,0.110431526,-999,1,1,5,2,2,-999,1,1,6.00,2,1,0
1487,290,627,D'Aloisio,2016,-0.230,221,-0.234189467,0.004587156,0.067728546,-999,2,1,5,2,2,-999,10,1,-999.00,4,-999,1
1487,290,628,D'Aloisio,2016,-0.200,219,-0.205859519,0.004629630,0.068041382,-999,2,1,5,2,2,-999,10,1,-999.00,1,-999,1
1487,290,629,D'Aloisio,2016,-0.200,202,-0.205859519,0.005025126,0.070888121,-999,2,1,5,2,2,-999,10,1,-999.00,1,-999,1
1487,290,630,D'Aloisio,2016,-0.320,202,-0.330533423,0.005025126,0.070888121,-999,2,1,5,2,2,-999,10,1,-999.00,1,-999,1
1487,290,631,D'Aloisio,2016,-0.450,202,-0.487210954,0.005025126,0.070888121,-999,2,1,5,2,2,-999,10,1,-999.00,4,-999,1
1487,290,632,D'Aloisio,2016,-0.320,182,-0.330533423,0.005586592,0.074743509,-999,2,1,5,2,2,-999,10,1,-999.00,1,-999,1
1489,291,633,Lee & Cho,2018,-0.080,76,-0.078158764,0.013698630,0.117041147,-999,-999,4,5,2,2,-999,10,1,6.00,3,1,0
1489,291,634,Lee & Cho,2018,0.090,76,0.085205600,0.013698630,0.117041147,-999,-999,4,5,2,2,-999,10,1,6.00,3,3,0
1489,291,635,Lee & Cho,2018,0.020,76,0.021003088,0.013698630,0.117041147,-999,-999,4,5,2,2,-999,10,1,6.00,3,-999,0
1494,292,636,"Justicia-Galiano, Martin-Puga, Linares, & Pelegrina",2017,-0.270,167,-0.276863823,0.006097561,0.078086881,-999,-999,3,2,2,2,-999,1,1,6.00,2,-999,0
1494,292,637,"Justicia-Galiano, Martin-Puga, Linares, & Pelegrina",2017,-0.260,167,-0.266108407,0.006097561,0.078086881,-999,-999,3,2,2,2,-999,1,1,6.00,2,3,0
1497,293,638,Yáñez-Marquina & Villardón-Gallego,2017,-0.160,563,-0.161386696,0.001785714,0.042257713,-999,-999,3,3,2,2,-999,10,1,-999.00,3,-999,0
1497,293,639,Yáñez-Marquina & Villardón-Gallego,2017,-0.380,563,-0.400059650,0.001785714,0.042257713,-999,-999,3,3,2,2,-999,10,1,5.00,3,-999,0
1497,293,640,Yáñez-Marquina & Villardón-Gallego,2017,-0.370,563,-0.388423100,0.001785714,0.042257713,-999,-999,3,3,2,2,-999,10,1,4.00,3,-999,0
1503,294,641,"Paechter, Macher, Martskivishvili, Wimmer, & Papousek",2017,-0.130,225,-0.126673217,0.004504505,0.067115606,-999,-999,3,5,2,2,-999,1,1,-999.00,4,-999,0
1503,294,642,"Paechter, Macher, Martskivishvili, Wimmer, & Papousek",2017,-0.210,225,-0.210035000,0.004504505,0.067115606,-999,-999,3,5,2,2,-999,1,1,5.00,4,-999,0
1503,294,643,"Paechter, Macher, Martskivishvili, Wimmer, & Papousek",2017,-0.330,225,-0.342828254,0.004504505,0.067115606,-999,-999,3,5,2,2,-999,1,1,4.00,4,-999,0
1503,294,644,"Paechter, Macher, Martskivishvili, Wimmer, & Papousek",2017,0.010,225,0.005000042,0.004504505,0.067115606,-999,-999,3,5,2,2,-999,1,1,5.00,5,8,0
1503,294,645,"Paechter, Macher, Martskivishvili, Wimmer, & Papousek",2017,-0.010,225,-0.012000576,0.004504505,0.067115606,-999,-999,3,5,2,2,-999,1,1,-999.00,5,8,0
1503,294,646,"Paechter, Macher, Martskivishvili, Wimmer, & Papousek",2017,-0.120,225,-0.123625981,0.004504505,0.067115606,-999,-999,3,5,2,2,-999,1,1,4.00,5,8,0
1503,294,647,"Paechter, Macher, Martskivishvili, Wimmer, & Papousek",2017,0.000,225,0.002000003,0.004504505,0.067115606,-999,-999,3,5,2,2,-999,-999,2,-999.00,4,-999,0
1503,294,648,"Paechter, Macher, Martskivishvili, Wimmer, & Papousek",2017,-0.050,225,-0.050041729,0.004504505,0.067115606,-999,-999,3,5,2,2,-999,-999,2,-999.00,4,-999,0
1503,294,649,"Paechter, Macher, Martskivishvili, Wimmer, & Papousek",2017,-0.120,225,-0.115511019,0.004504505,0.067115606,-999,-999,3,5,2,2,-999,-999,2,6.00,4,-999,0
1503,294,650,"Paechter, Macher, Martskivishvili, Wimmer, & Papousek",2017,-0.080,225,-0.078158764,0.004504505,0.067115606,-999,-999,3,5,2,2,-999,-999,2,-999.00,5,8,0
1503,294,651,"Paechter, Macher, Martskivishvili, Wimmer, & Papousek",2017,-0.120,225,-0.119566541,0.004504505,0.067115606,-999,-999,3,5,2,2,-999,-999,2,6.00,5,8,0
1503,294,652,"Paechter, Macher, Martskivishvili, Wimmer, & Papousek",2017,-0.130,225,-0.126673217,0.004504505,0.067115606,-999,-999,3,5,2,2,-999,-999,2,-999.00,5,8,0
1507,295,653,Ariapooran,2017,-0.260,63,-0.262893582,0.016666667,0.129099445,0,-999,4,4,2,2,-999,9,1,-999.00,3,-999,0
1507,296,654,Ariapooran,2017,-0.300,63,-0.311718860,0.016666667,0.129099445,0,-999,4,4,2,2,-999,9,1,-999.00,3,-999,0
1514,297,655,"Hunt, Bhardwa, & Sheffield",2017,-0.100,77,-0.104377407,0.013513514,0.116247639,-999,-999,3,3,2,2,6,-999,1,-999.00,2,-999,0
1514,297,656,"Hunt, Bhardwa, & Sheffield",2017,-0.260,77,-0.263964597,0.013513514,0.116247639,-999,-999,3,3,2,2,6,-999,1,-999.00,2,-999,0
1519,298,657,Daches Cohen & Rubinsten,2017,-0.280,27,-0.287682072,0.041666667,0.204124145,-999,-999,4,3,2,2,-999,1,1,6.00,2,3,0
1519,298,658,Daches Cohen & Rubinsten,2017,-0.420,27,-0.447692024,0.041666667,0.204124145,-999,-999,4,3,2,2,-999,1,1,6.00,2,3,0
1520,299,659,Ramirez,2017,-0.260,812,-0.265036204,0.001236094,0.035158128,-999,2,1,1,2,2,4,-999,1,-999.00,2,-999,0
1520,299,660,Ramirez,2017,-0.260,812,-0.266108407,0.001236094,0.035158128,-999,2,1,1,2,2,4,-999,1,-999.00,2,-999,0
1522,300,661,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,0.510,15,0.566792795,0.083333333,0.288675135,-999,-999,2,2,1,2,-999,10,1,-999.00,2,4,0
1522,300,662,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,0.200,15,0.203774438,0.083333333,0.288675135,-999,-999,2,2,1,2,-999,10,1,-999.00,2,3,0
1522,300,663,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,0.190,15,0.187154970,0.083333333,0.288675135,-999,-999,2,2,1,2,-999,10,1,-999.00,2,3,0
1522,300,664,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.030,15,-0.027006564,0.083333333,0.288675135,-999,-999,2,2,1,2,-999,10,1,-999.00,2,2,0
1522,300,665,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.350,15,-0.370009475,0.083333333,0.288675135,-999,-999,2,2,1,2,-999,10,1,-999.00,2,1,0
1522,300,666,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,0.280,13,0.284429817,0.100000000,0.316227766,-999,-999,2,2,1,2,-999,10,1,-999.00,2,1,0
1522,300,667,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,0.180,13,0.177851799,0.100000000,0.316227766,-999,-999,2,2,1,2,-999,10,1,-999.00,2,3,0
1522,300,668,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.020,13,-0.019002287,0.100000000,0.316227766,-999,-999,2,2,1,2,-999,10,1,-999.00,2,2,0
1522,300,669,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.090,13,-0.085205600,0.100000000,0.316227766,-999,-999,2,2,1,2,-999,10,1,-999.00,2,2,0
1522,300,670,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.120,13,-0.115511019,0.100000000,0.316227766,-999,-999,2,2,1,2,-999,10,1,-999.00,2,2,0
1522,300,671,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.120,13,-0.121595763,0.100000000,0.316227766,-999,-999,2,2,1,2,-999,10,1,-999.00,2,2,0
1522,300,672,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.140,13,-0.145007898,0.100000000,0.316227766,-999,-999,2,2,1,2,-999,10,1,-999.00,2,2,0
1522,301,673,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,0.450,15,0.488468431,0.083333333,0.288675135,-999,-999,2,2,2,2,-999,10,1,-999.00,2,2,0
1522,301,674,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,0.420,15,0.445266130,0.083333333,0.288675135,-999,-999,2,2,2,2,-999,10,1,-999.00,2,2,0
1522,301,675,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,0.240,15,0.249022949,0.083333333,0.288675135,-999,-999,2,2,2,2,-999,10,1,-999.00,2,1,0
1522,301,676,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.050,15,-0.049039273,0.083333333,0.288675135,-999,-999,2,2,2,2,-999,10,1,-999.00,2,3,0
1522,301,677,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.090,15,-0.086212965,0.083333333,0.288675135,-999,-999,2,2,2,2,-999,10,1,-999.00,2,1,0
1522,301,678,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.150,15,-0.149095025,0.083333333,0.288675135,-999,-999,2,2,2,2,-999,10,1,-999.00,2,2,0
1522,301,679,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.180,15,-0.180949396,0.083333333,0.288675135,-999,-999,2,2,2,2,-999,10,1,-999.00,2,4,0
1522,301,680,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.250,15,-0.253280612,0.083333333,0.288675135,-999,-999,2,2,2,2,-999,10,1,-999.00,2,3,0
1522,301,681,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.260,15,-0.261823156,0.083333333,0.288675135,-999,-999,2,2,2,2,-999,10,1,-999.00,2,2,0
1522,301,682,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.280,15,-0.289853534,0.083333333,0.288675135,-999,-999,2,2,2,2,-999,10,1,-999.00,2,2,0
1522,301,683,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.380,15,-0.404743086,0.083333333,0.288675135,-999,-999,2,2,2,2,-999,10,1,-999.00,2,2,0
1522,301,684,"Ribeiro, Tonoli, Ribeiro, & Santos",2017,-0.540,15,-0.602745045,0.083333333,0.288675135,-999,-999,2,2,2,2,-999,10,1,-999.00,2,3,0
1529,302,685,Mkhize & Maistry,2017,-0.100,128,-0.097305953,0.008000000,0.089442719,-999,-999,5,5,2,1,-999,3,1,-999.00,5,-999,0
1529,303,686,Mkhize & Maistry,2017,-0.150,112,-0.152163611,0.009174312,0.095782629,-999,-999,5,5,2,1,-999,3,1,-999.00,5,-999,0
1529,304,687,Mkhize & Maistry,2017,-0.250,62,-0.257547287,0.016949153,0.130188911,-999,-999,5,5,2,1,-999,3,1,-999.00,5,-999,0
1529,305,688,Mkhize & Maistry,2017,-0.190,53,-0.187154970,0.020000000,0.141421356,-999,-999,5,5,2,1,-999,3,1,-999.00,5,-999,0
1529,306,689,Mkhize & Maistry,2017,-0.250,31,-0.250086530,0.035714286,0.188982237,-999,-999,5,5,2,1,-999,3,1,-999.00,5,-999,0
1529,307,690,Mkhize & Maistry,2017,-0.290,27,-0.295293894,0.041666667,0.204124145,-999,-999,5,5,2,1,-999,3,1,-999.00,5,-999,0
1536,308,691,"Caviola, Primi, Chiesi, & Mammarella",2017,-0.110,1012,-0.110446916,0.000991080,0.031481428,-999,-999,3,2,2,2,-999,1,1,5.00,2,-999,0
1536,308,692,"Caviola, Primi, Chiesi, & Mammarella",2017,-0.160,1010,-0.161386696,0.000993049,0.031512675,-999,-999,3,2,2,2,-999,1,1,5.00,2,3,0
1536,308,693,"Caviola, Primi, Chiesi, & Mammarella",2017,-0.220,1010,-0.223656109,0.000993049,0.031512675,-999,-999,3,2,2,2,-999,1,1,5.00,2,3,0
1536,308,694,"Caviola, Primi, Chiesi, & Mammarella",2017,-0.190,1009,-0.192337169,0.000994036,0.031528333,-999,-999,3,2,2,2,-999,1,1,5.00,2,3,0
1536,308,695,"Caviola, Primi, Chiesi, & Mammarella",2017,-0.110,1012,-0.110446916,0.000991080,0.031481428,-999,-999,3,2,2,2,-999,1,1,4.00,2,-999,0
1536,308,696,"Caviola, Primi, Chiesi, & Mammarella",2017,-0.170,1010,-0.171666664,0.000993049,0.031512675,-999,-999,3,2,2,2,-999,1,1,4.00,2,3,0
1536,308,697,"Caviola, Primi, Chiesi, & Mammarella",2017,-0.210,1010,-0.213171347,0.000993049,0.031512675,-999,-999,3,2,2,2,-999,1,1,4.00,2,3,0
1536,308,698,"Caviola, Primi, Chiesi, & Mammarella",2017,-0.200,1009,-0.202732554,0.000994036,0.031528333,-999,-999,3,2,2,2,-999,1,1,4.00,2,3,0
1540,309,699,Henschel & Roick,2017,-0.520,368,-0.576339755,0.002739726,0.052342392,-999,-999,3,2,2,2,1,-999,1,2.00,2,-999,0
1540,309,700,Henschel & Roick,2017,-0.680,368,-0.829114038,0.002739726,0.052342392,-999,-999,3,2,2,2,1,-999,1,1.00,2,-999,0
1542,310,701,"Van der Beek, Van der Ven, Kroesbergen, & Leseman",2017,-0.220,1014,-0.223656109,0.000989120,0.031450273,-999,-999,3,4,2,2,-999,5,1,-999.00,3,-999,0
1557,311,702,Novak & Tassell,2017,-0.520,47,-0.576339755,0.022727273,0.150755672,-999,-999,1,5,2,2,-999,3,1,-999.00,3,4,0
1557,311,703,Novak & Tassell,2017,-0.560,47,-0.632833187,0.022727273,0.150755672,-999,-999,1,5,2,2,-999,3,1,-999.00,3,-999,0
1557,311,704,Novak & Tassell,2017,-0.570,47,-0.647522845,0.022727273,0.150755672,-999,-999,1,5,2,2,-999,3,1,-999.00,3,6,0
1560,312,705,Cheung,2017,-0.310,5177,-0.323867791,0.000193274,0.013902304,-999,-999,4,4,2,2,-999,5,1,-999.00,2,-999,0
1560,313,706,Cheung,2017,-0.320,4670,-0.326086553,0.000214270,0.014637978,-999,-999,4,4,2,2,-999,5,1,-999.00,2,-999,0
1560,314,707,Cheung,2017,-0.210,5033,-0.207946366,0.000198807,0.014099899,-999,-999,4,4,2,2,-999,5,1,-999.00,2,-999,0
1560,315,708,Cheung,2017,-0.410,5546,-0.432010329,0.000180408,0.013431594,-999,-999,4,4,2,2,-999,5,1,-999.00,2,-999,0
1560,316,709,Cheung,2017,-0.280,6046,-0.284429817,0.000165481,0.012863931,-999,-999,4,4,2,2,-999,5,1,-999.00,2,-999,0
1565,317,710,Buelow & Barnhart,2017,-0.160,137,-0.163439918,0.007462687,0.086386843,-999,-999,1,5,2,2,-999,1,1,6.00,2,3,0
1570,318,711,Auxter,2016,-0.330,121,-0.342828254,0.008474576,0.092057462,-999,2,1,5,2,2,-999,10,1,-999.00,3,4,1
1570,318,712,Auxter,2016,-0.340,121,-0.354092529,0.008474576,0.092057462,-999,2,1,5,2,2,-999,10,1,-999.00,3,-999,1
1572,319,713,Soni & Kumari,2017,-0.700,595,-0.867300528,0.001689189,0.041099747,-999,-999,4,3,2,2,-999,4,1,-999.00,3,-999,0
1576,320,714,"Hart, Ganley, & Purpura",2016,-0.140,339,-0.140925576,0.002976190,0.054554473,-999,1,1,6,2,2,-999,10,1,-999.00,2,1,0
1582,321,715,Ganley,2014,-0.180,137,-0.181982689,0.007462687,0.086386843,0,2,1,5,2,2,-999,1,1,5.00,3,-999,1
1582,322,716,Ganley,2014,-0.270,70,-0.280102561,0.014925373,0.122169444,1,2,1,5,2,2,-999,1,1,5.00,3,-999,1
1582,321,717,Ganley,2014,-0.190,137,-0.187154970,0.007462687,0.086386843,0,2,1,5,2,2,-999,1,1,4.00,3,-999,1
1582,322,718,Ganley,2014,-0.130,70,-0.131757175,0.014925373,0.122169444,1,2,1,5,2,2,-999,1,1,4.00,3,-999,1
1583,323,719,"Ganley, Conlon, McGraw, Barroso, & Geer",2016,-0.230,61,-0.237359351,0.017241379,0.131306433,-999,2,1,5,2,2,-999,1,1,6.00,3,-999,1
1584,324,720,"Conlon, Barroso, Hicks, & Ganley",2018,-0.150,53,-0.147050852,0.020000000,0.141421356,-999,2,1,5,2,2,-999,1,1,5.00,3,-999,1
1584,324,721,"Conlon, Barroso, Hicks, & Ganley",2018,-0.190,53,-0.192337169,0.020000000,0.141421356,-999,2,1,5,2,2,-999,1,1,4.00,3,-999,1
1585,325,722,Hart & Ganley,2017,-0.310,1000,-0.320545409,0.001003009,0.031670318,-999,1,1,6,2,2,-999,10,1,-999.00,2,8,1
1585,325,723,Hart & Ganley,2017,-0.260,996,-0.266108407,0.001007049,0.031734041,-999,1,1,6,2,2,-999,10,1,-999.00,3,3,1
1585,325,724,Hart & Ganley,2017,-0.330,1000,-0.342828254,0.001003009,0.031670318,-999,1,1,6,2,2,-999,2,1,-999.00,2,8,1
1585,325,725,Hart & Ganley,2017,-0.270,996,-0.276863823,0.001007049,0.031734041,-999,1,1,6,2,2,-999,2,1,-999.00,3,3,1
1585,325,726,Hart & Ganley,2017,-0.340,1000,-0.354092529,0.001003009,0.031670318,-999,1,1,6,2,2,-999,1,1,6.00,2,8,1
1585,325,727,Hart & Ganley,2017,-0.250,996,-0.255412812,0.001007049,0.031734041,-999,1,1,6,2,2,-999,1,1,6.00,3,3,1
1587,326,728,Hart et al.,2016,-0.070,342,-0.067100525,0.002949853,0.054312545,-999,-999,1,5,2,2,-999,1,1,5.00,2,8,1
1587,326,729,Hart et al.,2016,-0.150,342,-0.148072785,0.002949853,0.054312545,-999,-999,1,5,2,2,-999,1,1,4.00,2,8,1
1587,326,730,Hart et al.,2016,-0.140,345,-0.142966145,0.002923977,0.054073807,-999,-999,1,5,2,2,-999,-999,2,-999.00,2,8,1
1589,327,731,Kowalsky,2017,-0.010,117,-0.008000171,0.008771930,0.093658581,-999,2,1,5,2,2,-999,1,1,6.00,2,3,1
1589,327,732,Kowalsky,2017,-0.290,124,-0.298566264,0.008264463,0.090909091,-999,2,1,5,2,2,-999,1,1,6.00,1,-999,1
1589,327,733,Kowalsky,2017,0.120,165,0.115511019,0.006172840,0.078567420,-999,2,1,5,2,2,-999,1,1,6.00,2,2,1
1589,327,734,Kowalsky,2017,0.100,162,0.099325348,0.006289308,0.079305159,-999,2,1,5,2,2,-999,1,1,6.00,2,1,1
1590,328,735,Geer & Ganley,2017,-0.090,251,-0.087220503,0.004032258,0.063500064,-999,2,1,5,2,2,-999,1,1,6.00,2,3,1
1591,329,736,Barroso,2017,-0.050,348,-0.053049709,0.002898551,0.053838190,-999,-999,1,5,2,2,-999,-999,2,-999.00,2,8,1
1591,329,737,Barroso,2017,-0.170,347,-0.174757577,0.002906977,0.053916387,-999,-999,1,5,2,2,-999,1,1,6.00,2,8,1
1592,330,738,"Barroso, Ganley, Hart, Clendinning, & Rogers",2018,-0.170,230,-0.171666664,0.004405286,0.066372331,-999,1,1,5,2,2,-999,1,1,6.00,2,8,1
1592,330,739,"Barroso, Ganley, Hart, Clendinning, & Rogers",2018,-0.350,230,-0.365443754,0.004405286,0.066372331,-999,1,1,5,2,2,-999,1,1,6.00,1,-999,1
1600,331,740,Núñez-Peña Lab,2013,-0.060,262,-0.060072156,0.003861004,0.062136977,-999,-999,3,5,2,2,-999,1,1,5.00,3,3,0
1600,332,741,Núñez-Peña Lab,2014,-0.290,96,-0.298566264,0.010752688,0.103695169,-999,-999,3,5,2,2,-999,1,1,5.00,2,-999,0
1600,331,742,Núñez-Peña Lab,2013,-0.130,262,-0.130739850,0.003861004,0.062136977,-999,-999,3,5,2,2,-999,1,1,-999.00,3,3,0
1600,332,743,Núñez-Peña Lab,2014,-0.380,96,-0.400059650,0.010752688,0.103695169,-999,-999,3,5,2,2,-999,1,1,-999.00,2,-999,0
