"study_ID" "type" "rgodHRother" "ma" "author_andor_study" "year" "Ntot" "ES" "SE" "unique" "citations" "countrycode" "jrnl_impact" "similarity" "N1" "N2" "remarks_N" "remarks_type" "remarks" "meta_nr" "typeWords" "Fisherz" "FisherzSE" "FisherzUncoined"
1880 1 1 "sham" "Krietler_Zigler 1" 1990 60 -0.365443754 0.132453236 1 3 "IL" 0.647 NA 30 30 "no information about condition size available" NA NA "Meta-Analysis 97" "Correlational" 0.365443754 0.132453235706504 -0.365443754
1881 1 1 "sham" "Krietler_Zigler 2" 1990 60 -0.472230804 0.132453236 1 3 "IL" 0.647 NA 30 30 "no information about condition size available" NA NA "Meta-Analysis 97" "Correlational" 0.472230804 0.132453235706504 -0.472230804
1882 1 1 "sham" "Lessing" 1969 558 -0.234189467 0.042447636 1 49 "US" 0.647 NA 279 279 "no information about condition size available" NA NA "Meta-Analysis 97" "Correlational" 0.234189467 0.0424476359978009 -0.234189467
1883 1 1 "sham" "LeSure" 1977 61 -0.293115727 0.131306433 1 2 "US" 0.402 NA 30.5 30.5 "no information about condition size available" NA NA "Meta-Analysis 97" "Correlational" 0.293115727 0.131306432859723 -0.293115727
1884 1 1 "sham" "Macbeth" 1974 109 -0.040021354 0.097128586 1 2 "US" 2.971 NA 54.5 54.5 "no information about condition size available" NA NA "Meta-Analysis 97" "Correlational" 0.040021354 0.0971285862357264 -0.040021354
1885 1 1 "sham" "Mischel_Metzner" 1962 122 -0.140925576 0.09166985 1 171 "US" 4.974 NA 61 61 "no information about condition size available" NA NA "Meta-Analysis 97" "Correlational" 0.140925576 0.0916698497028211 -0.140925576
1886 1 1 "sham" "Monterosso" 2001 32 0.050041729 0.185695338 1 160 "US" 4.894 1 16 16 "no information about condition size available" NA NA "Meta-Analysis 97" "Correlational" -0.050041729 0.185695338177052 0.050041729
1887 1 1 "sham" "Paulsen_Johnson" 1980 55 -0.060072156 0.138675049 1 43 "US" 3.167 NA 27.5 27.5 "no information about condition size available" NA NA "Meta-Analysis 97" "Correlational" 0.060072156 0.138675049056307 -0.060072156
1888 1 1 "sham" "Petry" 2002 166 -0.22733712 0.078326045 1 89 "US" 3.988 0 83 83 "no information about condition size available" NA NA "Meta-Analysis 97" "Correlational" 0.22733712 0.0783260449987957 -0.22733712
1889 1 1 "sham" "Rodriguez" 1989 59 -0.411800034 0.133630621 1 97 "US" 5.51 1 29.5 29.5 "no information about condition size available" NA NA "Meta-Analysis 97" "Correlational" 0.411800034 0.133630620956212 -0.411800034
1890 1 1 "sham" "Shoda_1" 1990 35 -0.542661528 0.176776695 1 330 "US" 3.782 1 17.5 17.5 "no information about condition size available" NA NA "Meta-Analysis 97" "Correlational" 0.542661528 0.176776695296637 -0.542661528
1891 1 1 "sham" "Shoda_2" 1990 33 0.223656109 0.182574186 1 330 "US" 3.782 1 16.5 16.5 "no information about condition size available" NA NA "Meta-Analysis 97" "Correlational" -0.223656109 0.182574185835055 0.223656109
1892 1 1 "sham" "Tweedie" 1967 36 -0.060072156 0.174077656 1 NA "US" 0.566 NA 18 18 "no information about condition size available" NA NA "Meta-Analysis 97" "Correlational" 0.060072156 0.174077655955698 -0.060072156
1893 3 4 "simm" "Dallas" 1998 39 0.708758827 0.330260236 1 77 "US" 1.931 1 19 20 NA NA NA "Meta-Analysis 98" "Experiments/Interventions" 0.347242446432512 0.166666666666667 0.347242446432512
1894 3 4 "simm" "Dallas" 2010 57 0.569579909 0.270264398 1 65 "US" 6.918 1 29 28 NA NA NA "Meta-Analysis 98" "Experiments/Interventions" 0.281032209394825 0.136082763487954 0.281032209394825
1895 3 4 "simm" "England" 1999 250 -0.076315869 0.126537142 1 7 "GB" 3.9207 1 125 125 NA NA NA "Meta-Analysis 98" "Experiments/Interventions" -0.0381486807252866 0.0636284762975778 -0.0381486807252866
1896 3 4 "simm" "Netherlands" 2005 315 -0.177788156 0.113210632 1 37 "NL" 1.842 1 146 169 NA NA NA "Meta-Analysis 98" "Experiments/Interventions" -0.0885410680952639 0.0566138517072298 -0.0885410680952639
1897 2 4 "smit" "Kesler" 2008 29 0.47422069 0.382144207 1 65 "US" 3.736 1 17 12 NA NA NA "Meta-Analysis 99" "Group Differences" 0.231486571199656 0.196116135138184 0.231486571199656
1898 2 4 "smit" "Leversen" 2011 248 0.266666667 0.128498738 1 27 "NO" 5.297 1 139 109 NA NA NA "Meta-Analysis 99" "Group Differences" 0.131970784742746 0.063887656499994 0.131970784742746
1899 2 4 "smit" "Raz" 1995 58 0.666372941 0.27369047 1 34 "US" 3.782 1 34 24 NA NA NA "Meta-Analysis 99" "Group Differences" 0.322573535681288 0.134839972492648 0.322573535681288
1900 2 4 "smit" "Raz" 1995 42 -0.096234477 0.311981527 1 34 "US" 3.782 1 24 18 NA NA NA "Meta-Analysis 99" "Group Differences" -0.0476057317541804 0.160128153805087 -0.0476057317541804
1901 2 4 "smit" "Morsing" 2011 34 0.889207855 0.360115757 1 31 "SE" 5.297 1 18 16 NA NA NA "Meta-Analysis 99" "Group Differences" 0.430420334046563 0.179605302026775 0.430420334046563
1902 2 4 "smit" "Morsing" 2011 34 0.125244858 0.343927661 1 31 "SE" 5.297 1 18 16 NA NA NA "Meta-Analysis 99" "Group Differences" 0.062473345813652 0.179605302026775 0.062473345813652
1903 2 4 "smit" "Constable" 2008 29 0.497865597 0.382662366 1 106 "US" 5.297 1 17 12 NA NA NA "Meta-Analysis 99" "Group Differences" 0.242811952827557 0.196116135138184 0.242811952827557
1904 3 4 "spit" "Barrera" 1986 45 -0.047275938 0.322042652 1 35 "CA" 2.353 NA 31 14 NA NA NA "Meta-Analysis 100" "Experiments/Interventions" -0.0218845610192631 0.154303349962092 -0.0218845610192631
1905 3 4 "spit" "Gianni" 2006 36 0.649340848 0.342004783 1 18 "IT" 1.931 1 18 18 NA NA NA "Meta-Analysis 100" "Experiments/Interventions" 0.319221178817168 0.174077655955698 0.319221178817168
1906 3 4 "spit" "IHDP" 1990 908 0.461944043 0.069151156 1 NA "US" NA NA 347 561 NA NA NA "Meta-Analysis 100" "Experiments/Interventions" 0.222622103693696 0.0332411247657267 0.222622103693696
1907 3 4 "spit" "Kaaresen" 2006 134 0.413641939 0.174611505 1 71 "NO" 5.297 0 67 67 NA NA "effect size: Fisher r calculated based on effect size & standard error" "Meta-Analysis 100" "Experiments/Interventions" 0.205374190510118 0.0873704056661038 0.205374190510118
1908 3 4 "spit" "Nurcombe" 1984 53 0.799163863 0.285901044 1 45 "US" 6.354 NA 25 28 NA NA "effect size: Fisher r calculated based on effect size & standard error" "Meta-Analysis 100" "Experiments/Interventions" 0.389052153101053 0.14142135623731 0.389052153101053
1909 3 4 "spit" "Sanjaniemi" 1998 100 0.416696778 0.202198386 1 34 "FI" 3.554 1 49 51 NA NA "effect size: Fisher r calculated based on effect size & standard error" "Meta-Analysis 100" "Experiments/Interventions" 0.206828929415643 0.101534616513362 0.206828929415643
1910 2 1 "stein" "Vega_Parsons" 1967 50 -0.047973081 0.145864991 1 112 "US" NA 1 25 25 "no information about condition size available" "conference" "effect size: Fisher r calculated based on effect size & standard error" "Meta-Analysis 101" "Group Differences" -0.047973081 0.145864991497895 -0.047973081
1911 2 1 "stein" "Klonoff" 1970 53 0.372804954 0.141421356 1 137 "CA" 1.812 NA 26.5 26.5 "no information about condition size available" "conference" "effect size: Fisher r calculated based on effect size & standard error" "Meta-Analysis 101" "Group Differences" 0.372804954 0.14142135623731 0.372804954
1912 2 1 "stein" "Prigatano_Parsons" 1976 25 0.658413977 0.213200716 1 80 "US" 5.228 1 12.5 12.5 "no information about condition size available" "book" "effect size: Fisher r calculated based on effect size & standard error" "Meta-Analysis 101" "Group Differences" 0.658413977 0.21320071635561 0.658413977
1913 2 1 "stein" "Pauker" 1977 96 1.47416169 0.103695169 1 NA NA NA NA 48 48 "no information about condition size available" NA "effect size: Fisher r calculated based on effect size & standard error" "Meta-Analysis 101" "Group Differences" 1.47416169 0.103695169473043 1.47416169
1914 2 1 "stein" "Pauker" 1977 174 1.43860338 0.076471911 1 NA NA NA NA 87 87 "no information about condition size available" NA "effect size: Fisher r calculated based on effect size & standard error" "Meta-Analysis 101" "Group Differences" 1.43860338 0.0764719112901873 1.43860338
1915 2 1 "stein" "Swiercinsky" 1978 216 0.08723405 0.068518871 1 NA "US" NA NA 108 108 "no information about condition size available" NA "effect size: Fisher r calculated based on effect size & standard error" "Meta-Analysis 101" "Group Differences" 0.08723405 0.0685188709827532 0.08723405
1916 2 1 "stein" "Anthony" 1978 100 1.269417089 0.101534617 1 37 "US" 5.228 1 50 50 "no information about condition size available" NA NA "Meta-Analysis 101" "Group Differences" 1.269417089 0.101534616513362 1.269417089
1917 2 1 "stein" "Prigatano" 1983 25 1.162912998 0.213200716 1 110 "US" 5.228 1 12.5 12.5 "no information about condition size available" NA NA "Meta-Analysis 101" "Group Differences" 1.162912998 0.21320071635561 1.162912998
1918 2 1 "stein" "O’Donnell" 1983 30 1.749998317 0.19245009 1 22 "US" 5.228 1 15 15 "no information about condition size available" NA NA "Meta-Analysis 101" "Group Differences" 1.749998317 0.192450089729875 1.749998317
1919 2 4 "swam" "Richie" 1976 40 -0.29 0.317885593 1 3 NA 2.025 NA 20 20 NA NA NA "Meta-Analysis 102" "Group Differences" 0.144496643818822 0.164398987305357 -0.144496643818822
1920 2 4 "swam" "Swanson" 1978 30 -0.4 0.368781778 1 30 "US" 2.909 NA 15 15 NA NA NA "Meta-Analysis 102" "Group Differences" 0.198690110349241 0.192450089729875 -0.198690110349241
1921 2 4 "swam" "Wong" 1978 96 -0.18 0.204537079 1 25 "CA" 0.847 NA 48 48 NA NA NA "Meta-Analysis 102" "Group Differences" 0.0898789407439468 0.103695169473043 -0.0898789407439468
1922 2 4 "swam" "Bauer" 1979 48 0 0.288675135 1 52 "US" 2.635 NA 24 24 NA NA NA "Meta-Analysis 102" "Group Differences" 0 0.149071198499986 0
1923 2 4 "swam" "Haines" 1979 90 -0.21 0.211398781 1 17 "US" 0.643 NA 45 45 NA NA NA "Meta-Analysis 102" "Group Differences" 0.104808013476227 0.107211253483779 -0.104808013476227
1924 2 4 "swam" "Swanson" 1979 20 -0.01 0.447216391 1 3 "US" 1.359 NA 10 10 NA NA NA "Meta-Analysis 102" "Group Differences" 0.00499997916690104 0.242535625036333 -0.00499997916690104
1925 2 4 "swam" "Torgesen" 1979 38 -0.3 0.326262729 1 35 "US" 2.025 NA 19 19 NA NA NA "Meta-Analysis 102" "Group Differences" 0.149443120184958 0.169030850945703 -0.149443120184958
1926 2 4 "swam" "Dallago" 1980 90 -0.62 0.215824002 1 58 "US" 2.635 0 45 45 NA NA NA "Meta-Analysis 102" "Group Differences" 0.305238019925228 0.107211253483779 -0.305238019925228
1927 2 4 "swam" "Torgesen" 1980 16 -0.31 0.50299416 1 122 "US" 2.909 NA 8 8 NA NA NA "Meta-Analysis 102" "Group Differences" 0.154385969709221 0.277350098112615 -0.154385969709221
1928 2 4 "swam" "Bauserman" 1981 22 0 0.426401433 1 2 "US" 0.521 NA 11 11 NA NA NA "Meta-Analysis 102" "Group Differences" 0 0.229415733870562 0
1929 2 4 "swam" "Bradley" 1981 92 0.05 0.222431905 1 28 "GB" 2.462 NA 62 30 NA NA NA "Meta-Analysis 102" "Group Differences" -0.023436831154133 0.105999788000636 0.023436831154133
1930 2 4 "swam" "Hulme" 1981 40 0.03 0.316245553 1 16 "GB" 2.462 NA 20 20 NA NA NA "Meta-Analysis 102" "Group Differences" -0.0149994375569454 0.164398987305357 0.0149994375569454
1931 2 4 "swam" "Katz" 1981 42 -0.53 0.313977934 1 80 "US" 2.635 NA 21 21 NA NA NA "Meta-Analysis 102" "Group Differences" 0.261992499538448 0.160128153805087 -0.261992499538448
1932 2 4 "swam" "Lorsbach" 1982 40 -0.2 0.31701735 1 10 "US" 2.025 NA 20 20 NA NA NA "Meta-Analysis 102" "Group Differences" 0.0998340788992076 0.164398987305357 -0.0998340788992076
1933 2 4 "swam" "Swanson" 1982 48 -1.19 0.313184251 1 2 "US" 0.643 NA 24 24 NA NA NA "Meta-Analysis 102" "Group Differences" 0.564532708023317 0.149071198499986 -0.564532708023317
1934 2 4 "swam" "Hall" 1983 29 0.02 0.371620956 1 73 "US" 2.021 NA 15 14 NA NA NA "Meta-Analysis 102" "Group Differences" -0.00999388656639397 0.196116135138184 0.00999388656639397
1935 2 4 "swam" "Swanson 1983a" 1983 31 -0.9 0.377135497 1 11 "US" 2.025 NA 16 15 NA NA NA "Meta-Analysis 102" "Group Differences" 0.435836094724421 0.188982236504614 -0.435836094724421
1936 2 4 "swam" "Lindgren" 1984 30 -0.13 0.365533856 1 19 "US" 2.025 NA 15 15 NA NA NA "Meta-Analysis 102" "Group Differences" 0.0649543159702414 0.192450089729875 -0.0649543159702414
1937 2 4 "swam" "Siegel" 1984 134 -0.36 0.184232894 1 139 "CA" 3.782 NA 45 89 NA NA NA "Meta-Analysis 102" "Group Differences" 0.169210948073282 0.0873704056661038 -0.169210948073282
1938 2 4 "swam" "Swanson 1984a" 1984 26 -0.49 0.398074693 1 33 "US" 2.635 NA 13 13 NA NA NA "Meta-Analysis 102" "Group Differences" 0.242612911397075 0.208514414057075 -0.242612911397075
1939 2 4 "swam" "Swanson 1984b" 1984 24 -0.6 0.417332801 1 21 "US" 2.909 NA 12 12 NA NA NA "Meta-Analysis 102" "Group Differences" 0.295673047563422 0.218217890235992 -0.295673047563422
1940 2 4 "swam" "Shepard" 1985 30 0.42 0.369152182 1 13 NA 2.909 NA 15 15 NA NA NA "Meta-Analysis 102" "Group Differences" -0.208486350074129 0.192450089729875 0.208486350074129
1941 2 4 "swam" "Lorsbach" 1986 48 0.2 0.289395923 1 4 "US" 2 NA 24 24 NA NA NA "Meta-Analysis 102" "Group Differences" -0.0998340788992075 0.149071198499986 0.0998340788992075
1942 2 4 "swam" "Swanson" 1986 26 -0.34 0.396213303 1 27 "US" 2.635 NA 12 14 NA NA NA "Meta-Analysis 102" "Group Differences" 0.168695034957239 0.208514414057075 -0.168695034957239
1943 2 4 "swam" "Swanson 1987a" 1987 39 -0.3 0.322157454 1 17 "US" 2.275 NA 19 20 NA NA NA "Meta-Analysis 102" "Group Differences" 0.149394347870804 0.166666666666667 -0.149394347870804
1944 2 4 "swam" "Siegel" 1989 40 -0.79 0.334616074 1 409 "CA" 4.235 0 16 24 NA NA NA "Meta-Analysis 102" "Group Differences" 0.377956316089035 0.164398987305357 -0.377956316089035
1945 2 4 "swam" "Swanson" 1989 50 -2.81 0.398699135 1 26 "US" 2.635 0 25 25 NA NA NA "Meta-Analysis 102" "Group Differences" 1.14088480492088 0.145864991497895 -1.14088480492088
1946 2 4 "swam" "Swanson" 1989 50 -2.07 0.350498217 1 26 "US" 2.635 0 25 25 NA NA "same control sample as above, delete" "Meta-Analysis 102" "Group Differences" 0.905907051965742 0.145864991497895 -0.905907051965742
1947 2 4 "swam" "Bauer" 1990 30 -0.01 0.365150654 1 3 "US" 0.795 0 15 15 NA NA NA "Meta-Analysis 102" "Group Differences" 0.00499997916690104 0.192450089729875 -0.00499997916690104
1948 2 4 "swam" "Swanson 1" 1990 78 -0.63 0.233176914 1 8 "US" 0.643 0 35 43 NA NA NA "Meta-Analysis 102" "Group Differences" 0.308425603898784 0.115470053837925 -0.308425603898784
1949 2 4 "swam" "Wertlieb" 1990 25 -0.67 0.411381101 1 4 "US" 1.359 0 12 13 NA NA NA "Meta-Analysis 102" "Group Differences" 0.328776661551815 0.21320071635561 -0.328776661551815
1950 2 4 "swam" "Swanson" 1991 111 -0.43 0.192081392 1 9 "US" 3.167 0 57 54 NA NA NA "Meta-Analysis 102" "Group Differences" 0.213300355277805 0.0962250448649376 -0.213300355277805
1951 2 4 "swam" "Swanson 1" 1992 28 0.3 0.383979786 1 115 "US" 2.909 0 12 16 NA NA NA "Meta-Analysis 102" "Group Differences" -0.147921468273737 0.2 0.147921468273737
1952 2 4 "swam" "Swanson 1993a" 1993 95 -0.29 0.215053107 1 25 "US" 2.275 0 34 61 NA NA NA "Meta-Analysis 102" "Group Differences" 0.138576524497952 0.104257207028537 -0.138576524497952
1953 2 4 "swam" "Swanson 1993b" 1993 28 -0.18 0.378729078 1 35 "US" 3.162 0 14 14 NA NA NA "Meta-Analysis 102" "Group Differences" 0.0898789407439468 0.2 -0.0898789407439468
1954 2 4 "swam" "Swanson 1993d 1" 1993 101 -0.76 0.222268272 1 131 "US" 2.635 0 31 70 NA NA NA "Meta-Analysis 102" "Group Differences" 0.343719391790251 0.101015254455221 -0.343719391790251
1955 2 4 "swam" "Swanson 1993d 2" 1993 45 -1.38 0.34808045 1 131 "US" 2.635 0 15 30 NA NA NA "Meta-Analysis 102" "Group Differences" 0.611675541061019 0.154303349962092 -0.611675541061019
1956 2 4 "swam" "Swanson 1994a" 1994 161 -0.34 0.159123369 1 106 "US" 2.025 0 75 86 NA NA NA "Meta-Analysis 102" "Group Differences" 0.168799995146187 0.079555728417573 -0.168799995146187
1957 2 4 "swam" "Bowers" 1995 29 -0.67 0.410914549 1 98 "CA" 1.331 0 9 20 NA NA NA "Meta-Analysis 102" "Group Differences" 0.305204861625713 0.196116135138184 -0.305204861625713
1958 2 4 "swam" "Swanson 1" 1995 57 -1.79 0.317798939 1 82 "US" 3.162 0 23 34 NA NA NA "Meta-Analysis 102" "Group Differences" 0.792557010290796 0.136082763487954 -0.792557010290796
1959 2 4 "swam" "Mauer" 1996 30 -1.23 0.418586909 1 14 "US" 2.025 0 20 10 NA NA NA "Meta-Analysis 102" "Group Differences" 0.551450390513114 0.192450089729875 -0.551450390513114
1960 2 4 "swam" "Swanson 2" 1996 120 -0.76 0.189050258 1 79 "US" 2.635 0 60 60 NA NA NA "Meta-Analysis 102" "Group Differences" 0.37140239146356 0.0924500327042049 -0.37140239146356
1961 2 4 "swam" "Swanson" 1997 80 -0.25 0.224478562 1 101 "US" 2.909 0 40 40 NA NA NA "Meta-Analysis 102" "Group Differences" 0.124676746921443 0.113960576459638 -0.124676746921443
1962 2 4 "swam" "Johnston" 1998 57 -0.29 0.26633581 1 17 "GB" 1.714 0 29 28 NA NA NA "Meta-Analysis 102" "Group Differences" 0.144474558472351 0.136082763487954 -0.144474558472351
1963 2 4 "swam" "de_Jong" 1998 36 -0.15 0.333801754 1 116 "NL" 2.635 0 18 18 NA NA NA "Meta-Analysis 102" "Group Differences" 0.0749298648848773 0.174077655955698 -0.0749298648848773
1964 2 4 "swam" "Geary" 1999 50 -0.2 0.309254095 1 185 "US" 2.635 0 15 35 NA NA NA "Meta-Analysis 102" "Group Differences" 0.0915236843881488 0.145864991497895 -0.0915236843881488
1965 2 4 "swam" "Nation" 1999 29 -0.22 0.372732774 1 125 "GB" 2.635 0 14 15 NA NA NA "Meta-Analysis 102" "Group Differences" 0.109714340123665 0.196116135138184 -0.109714340123665
1966 2 4 "swam" "van_Daal" 1999 62 -0.39 0.257590107 1 39 "NL" 1.792 0 28 34 NA NA NA "Meta-Analysis 102" "Group Differences" 0.192886451131873 0.130188910980824 -0.192886451131873
1967 2 4 "swam" "Swanson" 1999 36 -0.14 0.333741417 1 100 "US" 2.635 0 18 18 NA NA NA "Meta-Analysis 102" "Group Differences" 0.0699429590194018 0.174077655955698 -0.0699429590194018
1968 2 4 "swam" "Geary" 2000 40 -0.95 0.348096768 1 245 "US" 2.635 0 14 26 NA NA NA "Meta-Analysis 102" "Group Differences" 0.438894221847364 0.164398987305357 -0.438894221847364
1969 2 4 "swam" "Kroese" 2000 47 -1.05 0.343603791 1 13 "US" 1.331 NA 34 13 NA NA NA "Meta-Analysis 102" "Group Differences" 0.453930231195343 0.150755672288882 -0.453930231195343
1970 2 4 "swam" "Swanson 2001b" 2001 53 -0.72 0.284675238 1 131 "US" 2.635 0 24 29 NA NA NA "Meta-Analysis 102" "Group Differences" 0.3511342798016 0.14142135623731 -0.3511342798016
1971 2 4 "swam" "Swanson 2001a" 2001 38 -1.2 0.352849719 1 49 "US" 2.025 0 18 20 NA NA NA "Meta-Analysis 102" "Group Differences" 0.568111675761242 0.169030850945703 -0.568111675761242
1972 2 4 "swam" "Terepocki" 2002 20 -3.99 0.773306214 1 30 "CA" 2.025 0 10 10 NA NA NA "Meta-Analysis 102" "Group Differences" 1.44139716852179 0.242535625036333 -1.44139716852179
1973 2 4 "swam" "Abu-Rabia" 2003 40 -1.02 0.336162163 1 36 "IL" 1.331 NA 20 20 NA NA NA "Meta-Analysis 102" "Group Differences" 0.490138161436235 0.164398987305357 -0.490138161436235
1974 2 4 "swam" "Swanson" 2005 37 -0.93 0.367452271 1 16 "US" 0.643 0 12 25 NA NA NA "Meta-Analysis 102" "Group Differences" 0.422656633851441 0.171498585142509 -0.422656633851441
1975 3 4 "szaj" "Moffatt12.8/6" 1994 245 0.18400017 0.128046463 1 95 "CA" 3.736 1 122 123 NA NA NA "Meta-Analysis 103" "Experiments/Interventions" 0.0918700320157049 0.0642824346533225 0.0918700320157049
1976 3 4 "szaj" "Moffatt12.8/9" 1994 204 0.007428736 0.140028491 1 95 "CA" 3.736 1 102 102 NA NA NA "Meta-Analysis 103" "Experiments/Interventions" 0.00371435945915497 0.0705345615858598 0.00371435945915497
1977 3 4 "szaj" "Moffatt12.8/12" 1994 186 0.086062524 0.146714986 1 95 "CA" 3.736 1 93 93 NA NA NA "Meta-Analysis 103" "Experiments/Interventions" 0.0430179929641868 0.0739221270954573 0.0430179929641868
1978 3 4 "szaj" "Moffatt12.8/15" 1994 154 0.167796069 0.161447948 1 95 "CA" 3.736 1 77 77 NA NA NA "Meta-Analysis 103" "Experiments/Interventions" 0.0837999202576578 0.0813788458771159 0.0837999202576578
1979 3 4 "szaj" "Morley" 1999 268 -0.051282051 0.122192925 1 55 "GB" 2.905 1 133 135 NA NA NA "Meta-Analysis 103" "Experiments/Interventions" -0.0256375028921003 0.0614295116833951 -0.0256375028921003
1980 3 4 "szaj" "Yalcin" 2000 16 0.16802655 0.504827231 1 14 "TR" 0.731 1 7 9 NA NA NA "Meta-Analysis 103" "Experiments/Interventions" 0.0832581141595781 0.277350098112615 0.0832581141595781
1981 3 4 "szaj" "Friel" 2003 46 0 0.297424845 1 54 "CA" 3.736 1 26 20 NA NA NA "Meta-Analysis 103" "Experiments/Interventions" 0 0.152498570332605 0
1982 4 4 "tan" "an" 1992 242 0.54 0.216 1 NA "CN" NA NA 121 121 "no information about condition size available" NA NA "Meta-Analysis 104" "Toxicology" 0.266822666909941 0.0646846227353151 0.266822666909941
1983 4 4 "tan" "xu" 1994 129 0.305333333 0.212 1 NA "CN" NA NA 64.5 64.5 "no information about condition size available" NA NA "Meta-Analysis 104" "Toxicology" 0.152079764948866 0.0890870806374748 0.152079764948866
1984 4 4 "tan" "li" 1995 453 0.013333333 0.142666667 1 73 "CN" 0.931 1 226.5 226.5 "no information about condition size available" NA NA "Meta-Analysis 104" "Toxicology" 0.00666661711827536 0.0471404520791032 0.00666661711827536
1985 4 4 "tan" "zhao" 1996 320 0.501333333 0.204666667 1 71 "CN" 0.931 1 160 160 "no information about condition size available" NA NA "Meta-Analysis 104" "Toxicology" 0.248113172288838 0.056165595630173 0.248113172288838
1986 4 4 "tan" "wang" 1996 230 0.372666667 0.274666667 1 2 "CN" NA NA 115 115 "no information about condition size available" NA NA "Meta-Analysis 104" "Toxicology" 0.185271587682515 0.0663723311599972 0.185271587682515
1987 4 4 "tan" "yao" 1997 502 0.339333333 0.139333333 1 NA "CN" NA NA 251 251 "no information about condition size available" NA NA "Meta-Analysis 104" "Toxicology" 0.168863008111402 0.0447661481035845 0.168863008111402
1988 4 4 "tan" "zhang" 1998 103 0.136 0.314 1 NA "CN" NA NA 51.5 51.5 "no information about condition size available" NA NA "Meta-Analysis 104" "Toxicology" 0.0679477034124921 0.1 0.0679477034124921
1989 4 4 "tan" "lu" 2000 118 0.718666667 0.418666667 1 69 "CN" 0.931 1 59 59 "no information about condition size available" NA NA "Meta-Analysis 104" "Toxicology" 0.352018005526874 0.0932504808240314 0.352018005526874
1990 4 4 "tan" "xiang" 2003 512 0.559333333 0.152666667 1 74 "CN" 0.931 1 256 256 "no information about condition size available" NA NA "Meta-Analysis 104" "Toxicology" 0.276143689312462 0.0443242207177936 0.276143689312462
1991 4 4 "tan" "fan" 2007 79 0.153333333 0.398666667 1 NA "CN" NA NA 39.5 39.5 "no information about condition size available" NA NA "Meta-Analysis 104" "Toxicology" 0.0765917595225248 0.114707866935281 0.0765917595225248
1992 4 4 "tan" "chen" 2008 640 0.252666667 0.152666667 1 8 "CN" 0.931 1 320 320 "no information about condition size available" NA NA "Meta-Analysis 104" "Toxicology" 0.125999675330824 0.0396214425875164 0.125999675330824
1993 4 4 "tan" "guo" 2008 121 0.313333333 0.251333333 1 5 NA 0.931 1 60.5 60.5 "no information about condition size available" NA NA "Meta-Analysis 104" "Toxicology" 0.156032760616256 0.0920574617898323 0.156032760616256
1994 4 4 "tan" "hong" 2008 117 0.147333333 0.21 1 3 "CN" 0.931 1 58.5 58.5 "no information about condition size available" NA NA "Meta-Analysis 104" "Toxicology" 0.0736001999159782 0.0936585811581694 0.0736001999159782
1995 4 4 "tan" "li" 2008 956 0.114 0.147333333 1 2 "CN" 0.931 1 478 478 "no information about condition size available" NA NA "Meta-Analysis 104" "Toxicology" 0.0569691795398246 0.0323931774195868 0.0569691795398246
1996 4 4 "testa" "Coles" 1987 49 -0.41 0.290816327 1 31 "US" NA 1 22 27 NA NA NA "Meta-Analysis 105" "Toxicology" 0.202542272498383 0.147441956154897 -0.202542272498383
1997 4 4 "testa" "Coles" 1987 38 0.13 0.357142857 1 31 "US" NA 1 11 27 NA NA NA "Meta-Analysis 105" "Toxicology" -0.0589232511324639 0.169030850945703 0.0589232511324639
1998 4 4 "testa" "Streissguth" 1980 288 0 0.137755102 1 187 "US" 3.311 NA 72 216 NA NA NA "Meta-Analysis 105" "Toxicology" 0 0.0592348877759092 0
1999 4 4 "testa" "Jacobson" 1993 73 -0.79 0.31377551 1 138 "US" 3.311 1 13 60 NA NA NA "Meta-Analysis 105" "Toxicology" 0.297817643991934 0.119522860933439 -0.297817643991934
2000 4 4 "testa" "Jacobson adjusted for covariates" 1993 73 -0.5 0.308673469 1 138 "US" 3.311 1 13 60 NA NA NA "Meta-Analysis 105" "Toxicology" 0.190143134331901 0.119522860933439 -0.190143134331901
2001 4 4 "testa" "Kaplan-Estrin" 1999 20 -0.64 0.75255102 1 27 "US" 3.224 1 2 18 NA NA NA "Meta-Analysis 105" "Toxicology" 0.190839502034626 0.242535625036333 -0.190839502034626
2002 1 1 "till" "Alloway" 2006 285 0.536060337 0.059549133 1 228 "GB" 4.235 1 142.5 142.5 "no information about condition size available" NA NA "Meta-Analysis 106" "Correlational" 0.536060337 0.0595491334175414 0.536060337
2003 1 1 "till" "Alloway" 2006 210 0.459896681 0.069504805 1 228 "GB" 4.235 1 105 105 "no information about condition size available" NA NA "Meta-Analysis 106" "Correlational" 0.459896681 0.0695048046856916 0.459896681
2004 1 1 "till" "Alloway" 2006 213 0.459896681 0.069006556 1 228 "GB" 4.235 1 106.5 106.5 "no information about condition size available" NA NA "Meta-Analysis 106" "Correlational" 0.459896681 0.0690065559342354 0.459896681
2005 1 1 "till" "Alloway" 2004 633 0.266108407 0.039840954 1 165 "GB" 2.635 1 316.5 316.5 "no information about condition size available" NA NA "Meta-Analysis 106" "Correlational" 0.266108407 0.0398409536444798 0.266108407
2006 1 1 "till" "Andersson" 2007 47 0.447692024 0.150755672 1 60 "SE" 2.635 1 23.5 23.5 "no information about condition size available" NA NA "Meta-Analysis 106" "Correlational" 0.447692024 0.150755672288882 0.447692024
